9	entertainment	0.66736	entertainment	0.66736	0
249	entertainment	0.742095	entertainment	0.742095	0
2	entertainment	0.662651	entertainment	0.662651	0
88	entertainment	0.520918	entertainment	0.520918	0
7	entertainment	0.320513	business	0.679487	0.358974
4	entertainment	0.820972	entertainment	0.820972	0
4	entertainment	0.457571	business	0.542429	0.0848586
6	entertainment	0.746512	entertainment	0.746512	0
4	entertainment	0.745916	entertainment	0.745916	0
4	entertainment	0.503676	entertainment	0.503676	0
2	entertainment	0.736842	entertainment	0.736842	0
2	entertainment	0.745916	entertainment	0.745916	0
5	entertainment	0.404412	business	0.595588	0.191176
255	entertainment	0.678881	entertainment	0.678881	0
256	entertainment	0.735068	entertainment	0.735068	0
0	entertainment	0.388646	business	0.611354	0.222708
2	entertainment	0.388646	business	0.611354	0.222708
2	entertainment	0.388646	business	0.611354	0.222708
2	entertainment	0.388646	business	0.611354	0.222708
3	entertainment	0.616438	entertainment	0.616438	0
255	entertainment	0.704416	entertainment	0.704416	0
3	entertainment	0.147107	business	0.852893	0.705785
3	entertainment	0.388646	business	0.611354	0.222708
3	entertainment	0.616438	entertainment	0.616438	0
6	entertainment	0.210402	business	0.789598	0.579196
5	entertainment	0.457831	business	0.542169	0.0843379
260	entertainment	0.634155	entertainment	0.634155	0
7	entertainment	0.616438	entertainment	0.616438	0
3	entertainment	0.616438	entertainment	0.616438	0
61	entertainment	0.616937	entertainment	0.616937	0
59	entertainment	0.616937	entertainment	0.616937	0
68	entertainment	0.616937	entertainment	0.616937	0
67	entertainment	0.585788	entertainment	0.585788	0
62	entertainment	0.587435	entertainment	0.587435	0
67	entertainment	0.655904	entertainment	0.655904	0
12	entertainment	0.495635	business	0.504365	0.00872967
61	entertainment	0.616937	entertainment	0.616937	0
67	entertainment	0.585788	entertainment	0.585788	0
60	entertainment	0.616937	entertainment	0.616937	0
61	entertainment	0.616937	entertainment	0.616937	0
61	entertainment	0.616937	entertainment	0.616937	0
60	entertainment	0.616937	entertainment	0.616937	0
23	entertainment	0.162098	business	0.837902	0.675805
21	entertainment	0.491915	business	0.508085	0.0161702
2	entertainment	0	unclassified
78	entertainment	0.192053	business	0.807947	0.615894
0	entertainment	0	business	1	1
8	entertainment	0.376222	business	0.623778	0.247557
3	entertainment	0	business	1	1
1	entertainment	0	business	1	1
7	entertainment	0	business	1	1
3	entertainment	0.747573	entertainment	0.747573	0
0	entertainment	0	business	1	1
1	entertainment	0	business	1	1
1	entertainment	0	business	1	1
7	entertainment	0	business	1	1
6	entertainment	0	business	1	1
4	entertainment	0.747573	entertainment	0.747573	0
4	entertainment	0	business	1	1
0	entertainment	0	business	1	1
2	entertainment	0	business	1	1
4	entertainment	0	business	1	1
0	entertainment	0	business	1	1
2	entertainment	0.599999	entertainment	0.599999	0
4	entertainment	0	business	1	1
2	entertainment	0	business	1	1
141	entertainment	0.13839	business	0.86161	0.723221
416	entertainment	0.396017	business	0.567216	0.171199
414	entertainment	0.380287	business	0.584406	0.204119
3	entertainment	0	business	1	1
37	entertainment	0.214065	business	0.785935	0.57187
2	entertainment	0	business	1	1
0	entertainment	0	business	1	1
16	entertainment	0.46748	business	0.53252	0.0650408
23	entertainment	0.46748	business	0.53252	0.0650408
36	entertainment	0.355169	business	0.644831	0.289662
19	entertainment	0.226744	business	0.773256	0.546512
2	entertainment	0	business	1	1
85	entertainment	0.176787	business	0.823213	0.646426
27	entertainment	0.134637	business	0.865363	0.730725
120	entertainment	0.104747	business	0.895253	0.790506
133	entertainment	0.066857	business	0.933143	0.866286
27	entertainment	0.157047	business	0.842953	0.685906
229	entertainment	0.134174	business	0.865826	0.731652
41	entertainment	0.37287	business	0.62713	0.25426
16	entertainment	0.81647	entertainment	0.81647	0
11	entertainment	0	business	1	1
4	entertainment	0.300771	business	0.699229	0.398458
2	entertainment	0	business	1	1
2	entertainment	0	business	1	1
5	entertainment	0	business	1	1
2	entertainment	0	business	1	1
2	entertainment	0	business	1	1
0	entertainment	0	business	1	1
3	entertainment	0	business	1	1
0	entertainment	0	business	1	1
13	entertainment	0	business	1	1
0	entertainment	0	business	1	1
30	entertainment	0	business	1	1
20	entertainment	0	business	1	1
53	entertainment	0.190864	business	0.809135	0.618271
544	entertainment	0.371429	business	0.628571	0.257143
36	entertainment	0.0749999	business	0.925	0.85
32	entertainment	0	business	1	1
53	entertainment	0	business	1	1
14	entertainment	0	business	1	1
3	entertainment	0	business	1	1
