10	business	1	business	1	0
27	business	0.688451	business	0.688451	0
18	business	0.820277	business	0.820277	0
65	business	0.759917	business	0.759917	0
4	business	1	business	1	0
0	business	1	business	1	0
10	business	0.617582	business	0.617582	0
8	business	1	business	1	0
126	business	0.836086	business	0.836086	0
42	business	0.823816	business	0.823816	0
72	business	0.455454	entertainment	0.544546	0.0890916
8	business	0.439093	entertainment	0.560907	0.121813
10	business	1	business	1	0
23	business	0.828253	business	0.828253	0
33	business	0.788073	business	0.788073	0
74	business	0.956952	business	0.956952	0
59	business	1	business	1	0
42	business	0.712583	business	0.712583	0
15	business	0.837807	business	0.837807	0
36	business	0.705085	business	0.705085	0
31	business	1	business	1	0
11	business	1	business	1	0
4	business	1	business	1	0
3	business	1	business	1	0
2	business	1	business	1	0
45	business	0.420922	entertainment	0.579078	0.158156
80	business	0.647426	business	0.647426	0
35	business	0.919225	business	0.919225	0
119	business	0.735376	business	0.735376	0
41	business	0.244961	entertainment	0.755039	0.510078
37	business	0.865989	business	0.865989	0
32	business	0.693858	business	0.693858	0
17	business	1	business	1	0
13	business	1	business	1	0
24	business	1	business	1	0
6	business	1	business	1	0
6	business	1	business	1	0
7	business	0.828767	business	0.828767	0
68	business	0.711923	business	0.711923	0
207	business	0.861564	business	0.861564	0
9	business	1	business	1	0
106	business	0.735376	business	0.735376	0
14	business	1	business	1	0
3	business	1	business	1	0
16	business	1	business	1	0
1	business	1	business	1	0
52	business	0.661828	business	0.661828	0
39	business	0.561061	business	0.561061	0
36	business	0.865658	business	0.865658	0
10	business	1	business	1	0
5	business	1	business	1	0
15	business	1	business	1	0
181	business	0.684401	business	0.684401	0
18	business	1	business	1	0
11	business	1	business	1	0
38	business	0.784133	business	0.784133	0
4	business	0.635071	business	0.635071	0
8	business	0.723022	business	0.723022	0
23	business	0.641745	business	0.641745	0
35	business	1	business	1	0
107	business	0.837179	business	0.837179	0
104	business	0.938421	business	0.938421	0
89	business	0.58	business	0.58	0
5	business	1	business	1	0
8	business	0.723022	business	0.723022	0
150	business	0.630746	business	0.630746	0
101	business	0.900463	business	0.900463	0
107	business	0.873786	business	0.873786	0
179	business	0.734216	business	0.734216	0
22	business	0.716783	business	0.716783	0
19	business	0.74502	business	0.74502	0
62	business	0.85216	business	0.85216	0
65	business	0.906513	business	0.906513	0
90	business	0.842209	business	0.842209	0
66	business	0.847971	business	0.847971	0
40	business	0.446181	entertainment	0.553819	0.107639
33	business	0.743178	business	0.743178	0
11	business	0.819838	business	0.819838	0
351	business	0.8	business	0.8	0
25	business	0.888191	business	0.888191	0
176	business	0.87133	business	0.87133	0
1263	business	0.741855	business	0.741855	0
48	business	0.833174	business	0.833174	0
27	business	0.373863	entertainment	0.626137	0.252273
18	business	0.689966	business	0.689966	0
40	business	0.703553	business	0.703553	0
63	business	0.925405	business	0.925405	0
25	business	0.621495	business	0.621495	0
55	business	0.828094	business	0.828094	0
10	business	0.698276	business	0.698276	0
66	business	0.870466	business	0.870466	0
45	business	0.857376	business	0.857376	0
474	business	0.844111	business	0.844111	0
57	business	0.807056	business	0.807056	0
50	business	0.780976	business	0.780976	0
75	business	0.870466	business	0.870466	0
70	business	0.869888	business	0.869888	0
114	business	0.768324	business	0.768324	0
25	business	0.782092	business	0.782092	0
21	business	0.477186	entertainment	0.522814	0.0456275
15	business	0.477186	entertainment	0.522814	0.0456275
9	business	0.603746	business	0.603746	0
3	business	0.421053	entertainment	0.578947	0.157895
5	business	0.337349	entertainment	0.662651	0.325301
2	business	0.337349	entertainment	0.662651	0.325301
43	business	0.24735	entertainment	0.75265	0.5053
7	business	0.66545	business	0.66545	0
8	business	0.595588	business	0.595588	0
25	business	0.526786	business	0.526786	0
2	business	0.337349	entertainment	0.662651	0.325301
2	business	0.337349	entertainment	0.662651	0.325301
4	business	0.474187	entertainment	0.525813	0.0516253
4	business	0.263158	entertainment	0.736842	0.473684
0	business	0.337349	entertainment	0.662651	0.325301
11	business	0.4489	entertainment	0.5511	0.1022
36	business	0.608223	business	0.608223	0
7	business	0.474187	entertainment	0.525813	0.0516253
11	business	0.183727	entertainment	0.816273	0.632546
0	business	0.337349	entertainment	0.662651	0.325301
15	business	0.523397	business	0.523397	0
2	business	0.337349	entertainment	0.662651	0.325301
24	business	0.527716	business	0.527716	0
22	business	0.764353	business	0.764353	0
0	business	0.337349	entertainment	0.662651	0.325301
3	business	0.337349	entertainment	0.662651	0.325301
0	business	0.337349	entertainment	0.662651	0.325301
3	business	0.263158	entertainment	0.736842	0.473684
3	business	0.263158	entertainment	0.736842	0.473684
0	business	0.337349	entertainment	0.662651	0.325301
7	business	0.44668	entertainment	0.55332	0.10664
12	business	0.613764	business	0.613764	0
283	business	0.454776	entertainment	0.504649	0.0498734
8	business	0.195907	entertainment	0.804093	0.608187
13	business	0.378261	entertainment	0.621739	0.243478
8	business	0.200632	entertainment	0.799368	0.598736
5	business	0.463937	entertainment	0.536063	0.072125
27	business	0.504505	business	0.504505	0
1	business	0.195907	entertainment	0.804093	0.608187
9	business	0.42647	entertainment	0.573529	0.147059
4	business	0.195907	entertainment	0.804093	0.608187
6	business	0.411411	entertainment	0.588589	0.177178
68	business	0.567073	business	0.567073	0
65	business	0.753418	business	0.753418	0
5	business	0.195907	entertainment	0.804093	0.608187
50	business	0.543189	business	0.543189	0
6	business	0.48694	entertainment	0.51306	0.0261192
32	business	0.364929	entertainment	0.635071	0.270142
42	business	0.487077	entertainment	0.512923	0.0258451
5	business	0.345238	entertainment	0.654762	0.309523
3	business	0.388889	entertainment	0.611111	0.222222
50	business	0.468421	entertainment	0.531579	0.0631575
57	business	0.470942	entertainment	0.529058	0.058116
27	business	0.512281	business	0.512281	0
77	business	0.527114	business	0.527114	0
31	business	0.761492	business	0.761492	0
8	business	0.54844	business	0.54844	0
4	business	0.337349	entertainment	0.662651	0.325301
